location,bhk,areawithtype,area,built_up_area,transaction,status,floornum,totalfloor,furnishing,facing,price_per_sqft,price,latitude,longitude
bopal/ghuma/shilaj/ambli,4,Carpet Area,2300,2530,New Property,Ready to Move,9,12,Unfurnished,East,8738,3.6,23.02353855,72.47052697610516
shela,4,Carpet Area,2480,2728,Resale,Ready to Move,10,22,Semi-Furnished,East,9095,4.1,23.01313705,72.45356756504998
thaltej,4,Carpet Area,3091,3400,New Property,Ready to Move,5,7,Unfurnished,East,7000,3.93,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2610,2871,New Property,Ready to Move,3,7,Unfurnished,East,7983,3.8,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,4380,4380,New Property,Under Construction,0,14,Unfurnished,North,8200,3.59,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2200,2420,Resale,Ready to Move,2,3,Furnished,East,16364,3.6,23.0485393,72.511742
science city,4,Carpet Area,3123,3435,New Property,Under Construction,8,10,Unfurnished,East,6222,3.53,23.077854,72.49479798780331
thaltej,4,Carpet Area,2100,2310,Resale,Ready to Move,7,13,Furnished,North - East,10365,3.75,23.0485393,72.511742
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Carpet Area,2741,3015,New Property,Under Construction,7,20,Unfurnished,East,9346,4.27,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,4,Carpet Area,2559,2815,New Property,Under Construction,5,12,Unfurnished,East,8600,3.99,23.02353855,72.47052697610516
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Super Area,3900,3900,Resale,Ready to Move,2,13,Furnished,East,9359,3.65,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,4,Carpet Area,2695,2965,New Property,Under Construction,10,18,Unfurnished,East,7500,3.67,23.02353855,72.47052697610516
shela,5,Carpet Area,3531,3884,Resale,Other,12,20,Unfurnished,East,5700,3.65,23.01313705,72.45356756504998
shela,5,Super Area,3725,3725,New Property,Under Construction,6,20,Unfurnished,East,10738,4.0,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,3500,3850,Resale,Ready to Move,4,11,Unfurnished,North - East,9590,4.0,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2343,2577,New Property,Under Construction,4,21,Unfurnished,East,8920,3.8,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Super Area,4725,4725,Resale,Ready to Move,6,10,Unfurnished,North,8200,3.87,23.0445921,72.517344
thaltej,4,Carpet Area,2805,3086,New Property,Ready to Move,10,11,Unfurnished,West,8000,4.08,23.0485393,72.511742
shela,4,Carpet Area,3733,4106,New Property,Under Construction,10,20,Unfurnished,East,6500,4.41,23.01313705,72.45356756504998
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Super Area,4500,4500,Resale,Ready to Move,3,10,Furnished,East,9667,4.35,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,4,Carpet Area,3108,3419,New Property,Under Construction,4,10,Unfurnished,East,7500,4.16,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Super Area,4260,4260,Resale,Other,15,22,Unfurnished,North - East,8592,3.66,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Super Area,4500,4500,New Property,Ready to Move,2,4,Unfurnished,North - East,8500,3.82,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,3211,3532,New Property,Under Construction,9,12,Unfurnished,East,8500,4.19,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2628,2891,New Property,Under Construction,7,14,Unfurnished,East,8500,3.72,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,3108,3419,New Property,Under Construction,5,10,Unfurnished,North - East,8000,4.44,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2035,2238,New Property,Ready to Move,4,14,Furnished,East,9973,3.69,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2700,2970,Resale,Ready to Move,6,12,Unfurnished,East,9332,4.5,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,3230,3230,Resale,Ready to Move,9,22,Unfurnished,East,10991,3.55,23.02353855,72.47052697610516
vaishnodevi circle,5,Carpet Area,5998,6598,New Property,Under Construction,2,14,Unfurnished,North,5050,3.82,23.0428,72.5964
thaltej,4,Carpet Area,2200,2420,Resale,Ready to Move,5,7,Unfurnished,East,16364,3.6,23.0485393,72.511742
science city,4,Carpet Area,3207,3528,New Property,Under Construction,7,10,Unfurnished,East,6666,3.88,23.077854,72.49479798780331
bopal/ghuma/shilaj/ambli,4,Carpet Area,2321,2553,New Property,Under Construction,3,14,Unfurnished,East,9359,3.62,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2634,2897,New Property,Under Construction,5,10,Unfurnished,East,9000,4.23,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,3200,3520,Resale,Ready to Move,5,7,Unfurnished,North - East,13438,4.3,23.0445921,72.517344
thaltej,4,Carpet Area,2600,2860,Resale,Ready to Move,8,13,Unfurnished,East,8851,3.85,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,2350,2585,Resale,Ready to Move,8,13,Unfurnished,North - East,9586,3.75,23.02353855,72.47052697610516
shela,5,Carpet Area,2690,2959,Resale,Ready to Move,9,20,Unfurnished,East,8319,3.75,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2300,2530,Resale,Ready to Move,7,20,Semi-Furnished,East,10265,4.5,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2488,2737,New Property,Under Construction,15,20,Unfurnished,West,8900,4.02,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2695,2965,New Property,Under Construction,2,18,Unfurnished,East,7500,3.67,23.0445921,72.517344
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Carpet Area,2700,2970,Resale,Ready to Move,3,10,Furnished,East,9667,4.35,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,4,Carpet Area,2968,3265,New Property,Under Construction,7,10,Unfurnished,East,7500,3.97,23.02353855,72.47052697610516
thaltej,4,Carpet Area,1707,1878,Resale,Ready to Move,10,12,Furnished,East,20797,3.55,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,2657,2923,Resale,Other,7,10,Unfurnished,East,8219,3.9,23.02353855,72.47052697610516
shahibag/khokhra/saraspur,4,Carpet Area,2035,2238,New Property,Ready to Move,6,12,Unfurnished,East,10000,3.51,23.0215,72.5788
bodakdev/satellite/sindhubhavan marg,4,Super Area,4825,4825,New Property,Under Construction,8,10,Unfurnished,East,7793,3.76,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2829,3112,Resale,Ready to Move,4,13,Unfurnished,East,8929,4.21,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2268,2495,Resale,Ready to Move,4,13,Unfurnished,East,9586,3.75,23.02353855,72.47052697610516
thaltej,4,Super Area,3700,3700,Resale,Ready to Move,1,11,Furnished,North,10811,4.0,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,3473,3820,New Property,Under Construction,17,22,Unfurnished,East,7000,4.42,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,5,Carpet Area,4729,5202,Resale,Ready to Move,12,13,Unfurnished,East,7001,4.29,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2540,2794,New Property,Under Construction,7,12,Unfurnished,East,8500,3.72,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2586,2845,New Property,Ready to Move,5,20,Unfurnished,East,9500,4.16,23.02353855,72.47052697610516
shela,5,Carpet Area,2500,2750,Resale,Ready to Move,10,20,Unfurnished,East,8651,3.9,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,4,Super Area,4400,4400,Resale,Ready to Move,4,14,Unfurnished,East,9091,4.0,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,4920,4920,New Property,Under Construction,0,10,Unfurnished,North,9045,4.45,23.02353855,72.47052697610516
prahlad nagar/jivraj park/vejalpur/jodhpur,4,Carpet Area,2267,2494,New Property,Under Construction,13,14,Unfurnished,East,9635,3.64,23.0002435,72.5054049
thaltej,4,Super Area,5325,5325,Resale,Ready to Move,7,12,Unfurnished,East,8451,4.5,23.0485393,72.511742
gota/jagatpur/newranip/sola,4,Carpet Area,3531,3884,Resale,Other,7,13,Unfurnished,West,6500,4.17,23.1010002,72.5408363
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2488,2737,New Property,Under Construction,2,22,Unfurnished,East,9500,4.29,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,4651,4651,New Property,Under Construction,7,12,Unfurnished,East,8471,3.93,23.02353855,72.47052697610516
shela,5,Carpet Area,2480,2728,Resale,Ready to Move,10,21,Unfurnished,East,8540,3.85,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2630,2893,New Property,Under Construction,3,10,Unfurnished,East,7500,3.52,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,5550,5550,Resale,Other,7,10,Unfurnished,North - East,8072,4.48,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,4735,4735,New Property,Under Construction,8,10,Unfurnished,East,9356,4.43,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2220,2442,Resale,Ready to Move,4,13,Semi-Furnished,East,10000,3.7,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,3023,3325,New Property,Under Construction,9,12,Unfurnished,East,8504,3.95,23.02353855,72.47052697610516
thaltej,4,Carpet Area,2320,2552,New Property,Ready to Move,5,7,Unfurnished,North - East,9000,3.6,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Carpet Area,3492,3841,New Property,Under Construction,10,22,Unfurnished,East,7000,4.44,23.02353855,72.47052697610516
drive in rd/gurukul/naranpura,4,Carpet Area,3675,4043,Resale,Ready to Move,11,12,Unfurnished,East,8008,4.15,23.0448126,72.5436264
bopal/ghuma/shilaj/ambli,4,Carpet Area,2860,3146,New Property,Under Construction,16,19,Unfurnished,East,8500,4.42,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2712,2983,Resale,Ready to Move,4,12,Unfurnished,East,9111,3.8,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2685,2954,Resale,Ready to Move,5,22,Unfurnished,East,8045,3.6,23.02353855,72.47052697610516
paldi/derasar-rd/ambawadi,4,Super Area,4433,4433,New Property,Ready to Move,3,7,Unfurnished,North,8200,3.63,23.0145531,72.5635432
gota/jagatpur/newranip/sola,4,Carpet Area,3123,3435,New Property,Under Construction,17,20,Unfurnished,East,7222,3.89,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,4,Carpet Area,2860,3146,New Property,Under Construction,8,20,Unfurnished,East,7500,3.9,23.02353855,72.47052697610516
drive in rd/gurukul/naranpura,3,Super Area,3088,3088,Resale,Ready to Move,3,10,Furnished,North,12953,4.0,23.0448126,72.5436264
paldi/derasar-rd/ambawadi,4,Carpet Area,2552,2807,New Property,Ready to Move,2,14,Unfurnished,West,8000,3.52,23.0145531,72.5635432
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2653,2918,New Property,Under Construction,2,10,Unfurnished,East,8100,3.9,23.0445921,72.517344
shela,5,Super Area,4508,4508,Resale,Ready to Move,10,21,Unfurnished,East,8540,3.85,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,3108,3419,Resale,Other,6,10,Unfurnished,East,8108,4.5,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2708,2979,Resale,Ready to Move,3,11,Unfurnished,East,9638,4.21,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,4941,4941,New Property,Under Construction,8,12,Unfurnished,East,8900,4.39,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,3492,3841,New Property,Under Construction,8,22,Unfurnished,East,6100,3.87,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Super Area,4760,4760,New Property,Ready to Move,3,7,Unfurnished,East,7700,3.66,23.0445921,72.517344
shela,5,Carpet Area,2705,2976,Resale,Ready to Move,14,20,Unfurnished,West,8208,3.7,23.01313705,72.45356756504998
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2856,3142,New Property,Ready to Move,6,7,Unfurnished,East,8000,3.8,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,3182,3500,Resale,Ready to Move,5,13,Semi-Furnished,East,8814,4.25,23.0445921,72.517344
gota/jagatpur/newranip/sola,4,Carpet Area,2889,3178,New Property,Under Construction,17,20,Unfurnished,East,7222,3.6,23.1010002,72.5408363
shela,4,Carpet Area,5071,5578,New Property,Under Construction,17,20,Unfurnished,East,4804,4.06,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2558,2814,New Property,Under Construction,6,10,Unfurnished,East,8900,4.39,23.02353855,72.47052697610516
thaltej,4,Super Area,3618,3618,Resale,Ready to Move,4,14,Furnished,East,10503,3.8,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2343,2577,New Property,Under Construction,15,22,Unfurnished,West,9500,4.04,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2412,2653,Resale,Ready to Move,2,21,Unfurnished,East,9487,4.16,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,5550,5550,Resale,Other,7,10,Unfurnished,North - East,7784,4.32,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Super Area,4238,4238,New Property,Under Construction,12,22,Unfurnished,East,9500,4.02,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2425,2668,Resale,Ready to Move,8,12,Unfurnished,East,9075,3.55,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,3314,3645,New Property,Under Construction,9,21,Unfurnished,East,6200,3.73,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Super Area,4651,4651,New Property,Under Construction,9,12,Unfurnished,East,8900,4.13,23.02353855,72.47052697610516
thaltej,4,Carpet Area,1650,1815,Resale,Ready to Move,6,13,Furnished,East,21515,3.55,23.0485393,72.511742
gota/jagatpur/newranip/sola,4,Carpet Area,2710,2981,New Property,Under Construction,16,20,Unfurnished,East,7441,3.66,23.1010002,72.5408363
shela,5,Carpet Area,2779,3057,Resale,Ready to Move,15,20,Unfurnished,East,8429,3.8,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2220,2442,New Property,Under Construction,13,14,Unfurnished,East,10108,3.74,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2628,2891,New Property,Under Construction,8,14,Unfurnished,West,8500,3.72,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,3,Super Area,3600,3600,Resale,Ready to Move,1,10,Furnished,East,12500,4.5,23.0445921,72.517344
chankyapuri/ognaj/ghatlodiya,5,Carpet Area,3960,4356,New Property,Under Construction,7,14,Unfurnished,East,5333,3.84,23.0289,72.5576
bopal/ghuma/shilaj/ambli,4,Super Area,5700,5700,New Property,Under Construction,15,22,Unfurnished,East,6684,3.81,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2856,3142,New Property,Ready to Move,3,7,Unfurnished,East,7773,3.7,23.0445921,72.517344
gota/jagatpur/newranip/sola,4,Carpet Area,2112,2323,Resale,Ready to Move,9,13,Furnished,North - East,9766,3.75,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,4,Carpet Area,3313,3644,New Property,Under Construction,17,21,Unfurnished,East,6500,3.91,23.02353855,72.47052697610516
shela,5,Carpet Area,2480,2728,Resale,Ready to Move,14,20,Unfurnished,East,8208,3.7,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2860,3146,New Property,Under Construction,9,19,Unfurnished,East,8500,4.42,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2429,2672,New Property,Under Construction,20,22,Unfurnished,East,8900,3.93,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Super Area,4760,4760,New Property,Ready to Move,3,7,Unfurnished,East,8000,3.8,23.0445921,72.517344
thaltej,4,Carpet Area,2958,3254,Resale,Ready to Move,5,7,Unfurnished,East,8235,4.2,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2654,2919,New Property,Under Construction,8,10,Unfurnished,East,8100,3.9,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2700,2970,Resale,Ready to Move,3,11,Unfurnished,East,8710,4.2,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2604,2864,New Property,Under Construction,2,10,Unfurnished,East,8997,4.26,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,4,Carpet Area,2760,3036,New Property,Under Construction,12,20,Unfurnished,East,8000,3.68,23.1010002,72.5408363
paldi/derasar-rd/ambawadi,4,Super Area,4000,4000,Resale,Ready to Move,2,3,Semi-Furnished,East,10625,4.25,23.0145531,72.5635432
bopal/ghuma/shilaj/ambli,4,Carpet Area,3379,3717,New Property,Under Construction,15,21,Unfurnished,East,6500,3.99,23.02353855,72.47052697610516
science city,4,Carpet Area,3001,3301,New Property,Under Construction,20,21,Unfurnished,East,7000,3.62,23.077854,72.49479798780331
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2796,3076,Resale,Ready to Move,6,14,Unfurnished,East,9332,4.5,23.0445921,72.517344
shela,5,Carpet Area,2732,3005,New Property,Ready to Move,13,21,Unfurnished,East,8322,3.75,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,4,Carpet Area,2697,2967,New Property,Under Construction,8,10,Unfurnished,East,9500,4.41,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2592,2851,New Property,Under Construction,4,10,Unfurnished,East,9306,4.02,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2343,2577,New Property,Under Construction,12,22,Unfurnished,West,9500,4.04,23.0445921,72.517344
chharodi/tragad,5,Carpet Area,3960,4356,New Property,Under Construction,9,14,Unfurnished,West,5000,3.6,23.12295955,72.54044594045365
science city,4,Carpet Area,3027,3330,New Property,Under Construction,20,21,Unfurnished,East,7000,3.65,23.077854,72.49479798780331
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2654,2919,New Property,Under Construction,7,10,Unfurnished,East,8083,3.9,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2512,2763,New Property,Under Construction,2,10,Unfurnished,East,8450,3.52,23.0445921,72.517344
thaltej,5,Super Area,4500,4500,Resale,Ready to Move,12,13,Unfurnished,East,9444,4.25,23.0485393,72.511742
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2113,2324,New Property,Ready to Move,5,6,Unfurnished,West,8500,3.67,23.0445921,72.517344
thaltej,4,Carpet Area,1999,2199,Resale,Ready to Move,5,7,Furnished,East,20010,4.0,23.0485393,72.511742
bopal/ghuma/shilaj/ambli,4,Super Area,4380,4380,New Property,Under Construction,7,14,Unfurnished,East,8600,3.76,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2378,2616,Resale,Ready to Move,6,14,Furnished,North - East,9505,4.11,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2685,2954,Resale,Ready to Move,17,22,Unfurnished,East,8380,3.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2412,2653,Resale,Ready to Move,14,21,Unfurnished,East,9500,4.16,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,1499,1649,New Property,Ready to Move,5,6,Unfurnished,East,8500,3.52,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,3397,3737,New Property,Ready to Move,2,7,Unfurnished,East,8100,3.93,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Super Area,4651,4651,New Property,Under Construction,7,12,Unfurnished,East,8500,3.95,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2558,2814,New Property,Under Construction,6,12,Unfurnished,East,8500,3.95,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,4,Carpet Area,2572,2829,New Property,Ready to Move,5,12,Unfurnished,East,8304,3.56,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2429,2672,New Property,Ready to Move,6,7,Unfurnished,West,8500,3.55,23.0445921,72.517344
bodakdev/satellite/sindhubhavan marg,4,Carpet Area,2470,2717,New Property,Under Construction,19,22,Unfurnished,East,9500,4.04,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,4,Carpet Area,2717,2989,New Property,Under Construction,6,12,Unfurnished,East,8500,4.19,23.02353855,72.47052697610516
