location,bhk,built_up_area,transaction,status,totalfloor,furnishing,facing,bathroom,floor_category,luxury_category,price
bopal/ghuma/shilaj/ambli,3,1505,New Property,Under Construction,20,Unfurnished,East,2,Mid Floor,Medium,1.56
thaltej,3,1845,New Property,Under Construction,10,Unfurnished,East,2,Mid Floor,Medium,1.54
shantipura circle/sanathal,4,2006,New Property,Under Construction,19,Unfurnished,East,3,Mid Floor,Medium,1.42
paldi/derasar-rd/ambawadi,3,2502,New Property,Under Construction,5,Unfurnished,East,2,Mid Floor,Medium,1.5
shantipura circle/sanathal,4,2006,New Property,Under Construction,14,Unfurnished,North - East,3,Mid Floor,Medium,1.45
bopal/ghuma/shilaj/ambli,4,2009,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.56
shela,3,1593,New Property,Under Construction,21,Unfurnished,West,2,Mid Floor,Medium,1.58
shela,3,2740,New Property,Under Construction,17,Unfurnished,East,2,Mid Floor,Medium,1.42
chandkheda,3,220,New Property,Under Construction,14,Unfurnished,North - East,2,Mid Floor,Medium,1.58
bodakdev/satellite/sindhubhavan marg,4,2130,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.58
gota/jagatpur/newranip/sola,4,1960,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.55
science city,3,1814,Resale,Other,13,Unfurnished,East,2,Mid Floor,Medium,1.49
paldi/derasar-rd/ambawadi,3,1925,New Property,Under Construction,12,Unfurnished,East,2,High Floor,Medium,1.55
gota/jagatpur/newranip/sola,3,1606,New Property,Under Construction,21,Unfurnished,East,2,Low Floor,Medium,1.6
gota/jagatpur/newranip/sola,4,2013,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.53
bopal/ghuma/shilaj/ambli,3,1485,New Property,Under Construction,20,Unfurnished,East,2,High Floor,Medium,1.56
paldi/derasar-rd/ambawadi,4,2079,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,1.5
shela,3,2740,Resale,Other,21,Unfurnished,East,2,High Floor,Medium,1.45
gota/jagatpur/newranip/sola,3,2322,Resale,Other,13,Unfurnished,East,2,High Floor,Medium,1.6
gandhinagar highway,4,3222,New Property,Under Construction,14,Unfurnished,East,3,High Floor,Medium,1.48
gandhinagar highway,4,2022,Resale,Other,14,Unfurnished,North - East,3,Mid Floor,Medium,1.47
bopal/ghuma/shilaj/ambli,4,2960,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,1.48
vastral/sardar patel ring rd/odhav,4,2585,Resale,Ready to Move,17,Unfurnished,East,3,High Floor,Medium,1.6
bopal/ghuma/shilaj/ambli,3,1549,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.44
bodakdev/satellite/sindhubhavan marg,3,2090,Resale,Ready to Move,10,Furnished,North,2,Mid Floor,Medium,1.55
gota/jagatpur/newranip/sola,3,1331,Resale,Ready to Move,12,Furnished,North,2,High Floor,Medium,1.5
shela,4,1586,New Property,Ready to Move,16,Unfurnished,East,3,Mid Floor,Medium,1.42
gota/jagatpur/newranip/sola,3,1650,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,1.5
science city,3,1723,Resale,Ready to Move,5,Furnished,East,2,Mid Floor,Medium,1.6
vaishnodevi circle,3,1741,New Property,Under Construction,14,Unfurnished,East,2,Low Floor,Medium,1.45
paldi/derasar-rd/ambawadi,3,2160,Resale,Ready to Move,3,Furnished,East,2,Low Floor,Medium,1.55
shela,3,1658,Resale,Other,13,Unfurnished,North,2,High Floor,Medium,1.45
vaishnodevi circle,3,1850,Resale,Ready to Move,10,Furnished,North - East,2,Low Floor,Medium,1.5
bopal/ghuma/shilaj/ambli,3,2240,Resale,Ready to Move,22,Semi-Furnished,East,2,High Floor,Medium,1.5
science city,3,1436,Resale,Ready to Move,4,Furnished,East,2,Low Floor,Medium,1.55
bopal/ghuma/shilaj/ambli,3,1595,Resale,Ready to Move,22,Unfurnished,East,2,High Floor,Medium,1.6
paldi/derasar-rd/ambawadi,3,1716,Resale,Ready to Move,4,Furnished,North - East,2,Mid Floor,Medium,1.5
paldi/derasar-rd/ambawadi,3,1225,New Property,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.47
shela,3,1658,Resale,Ready to Move,20,Unfurnished,East,2,Mid Floor,Medium,1.4
bodakdev/satellite/sindhubhavan marg,3,1326,Resale,Ready to Move,3,Unfurnished,South,2,Low Floor,Medium,1.6
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1916,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,1.6
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1541,Resale,Ready to Move,12,Furnished,North - East,2,High Floor,Medium,1.55
navrangpura/memnagar/ellisbridge,3,2034,Resale,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.48
vaishnodevi circle,4,1821,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.41
science city,3,2030,Resale,Ready to Move,7,Furnished,North - East,2,Low Floor,Medium,1.45
paldi/derasar-rd/ambawadi,3,2145,Resale,Ready to Move,5,Furnished,East,2,Low Floor,Medium,1.53
vastral/sardar patel ring rd/odhav,3,1587,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.44
bopal/ghuma/shilaj/ambli,4,3790,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,1.51
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1531,New Property,Under Construction,10,Unfurnished,East,2,Mid Floor,Medium,1.56
shela,3,1658,New Property,Ready to Move,21,Unfurnished,East,2,High Floor,Medium,1.45
gota/jagatpur/newranip/sola,3,1376,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.45
chankyapuri/ognaj/ghatlodiya,4,1584,Resale,Ready to Move,14,Unfurnished,East,3,Low Floor,Medium,1.6
gota/jagatpur/newranip/sola,4,3636,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.51
paldi/derasar-rd/ambawadi,3,2250,New Property,Ready to Move,7,Furnished,North,2,Low Floor,Medium,1.54
gota/jagatpur/newranip/sola,4,1520,New Property,Under Construction,14,Unfurnished,North - East,3,Low Floor,Medium,1.54
navrangpura/memnagar/ellisbridge,3,2426,Resale,Ready to Move,7,Unfurnished,North,2,Mid Floor,Medium,1.5
bodakdev/satellite/sindhubhavan marg,3,1244,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.42
paldi/derasar-rd/ambawadi,3,1394,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.58
shantipura circle/sanathal,4,2006,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,1.45
paldi/derasar-rd/ambawadi,3,1997,New Property,Ready to Move,13,Semi-Furnished,East,2,Mid Floor,Medium,1.43
bopal/ghuma/shilaj/ambli,3,2420,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.51
science city,3,1683,Resale,Ready to Move,3,Unfurnished,East,2,Low Floor,Medium,1.51
chharodi/tragad,4,2403,Resale,Ready to Move,12,Furnished,East,3,Low Floor,Medium,1.51
bopal/ghuma/shilaj/ambli,4,1563,Resale,Ready to Move,17,Unfurnished,East,3,High Floor,Medium,1.44
science city,3,2475,New Property,Ready to Move,12,Unfurnished,East,2,Low Floor,Medium,1.43
prahlad nagar/jivraj park/vejalpur/jodhpur,3,2050,Resale,Ready to Move,10,Furnished,East,2,Mid Floor,Medium,1.45
chandkheda,3,1871,Resale,Ready to Move,7,Furnished,East,2,Low Floor,Medium,1.55
vastral/sardar patel ring rd/odhav,4,2585,Resale,Ready to Move,17,Furnished,East,3,Mid Floor,Medium,1.65
gota/jagatpur/newranip/sola,3,1320,Resale,Ready to Move,4,Unfurnished,East,2,Low Floor,Medium,1.44
bopal/ghuma/shilaj/ambli,4,1997,Resale,Other,12,Unfurnished,East,3,Mid Floor,Medium,1.45
shela,4,2750,Resale,Ready to Move,14,Unfurnished,East,3,High Floor,Medium,1.5
navrangpura/memnagar/ellisbridge,3,1320,New Property,Ready to Move,8,Unfurnished,North - East,2,Low Floor,Medium,1.47
gota/jagatpur/newranip/sola,4,2189,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.47
vaishnodevi circle,3,1412,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.47
bopal/ghuma/shilaj/ambli,3,1860,Resale,Ready to Move,14,Furnished,East,2,Mid Floor,Medium,1.5
shela,3,2200,Resale,Other,14,Unfurnished,East,2,Mid Floor,Medium,1.5
paldi/derasar-rd/ambawadi,3,2030,Resale,Ready to Move,12,Unfurnished,East,2,Mid Floor,Medium,1.5
gota/jagatpur/newranip/sola,4,2475,Resale,Ready to Move,13,Furnished,North,3,Mid Floor,Medium,1.5
bodakdev/satellite/sindhubhavan marg,3,1935,Resale,Ready to Move,8,Furnished,East,2,Mid Floor,Medium,1.45
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1595,Resale,Ready to Move,12,Unfurnished,North,2,High Floor,Medium,1.5
bodakdev/satellite/sindhubhavan marg,3,2205,Resale,Ready to Move,3,Unfurnished,East,2,Low Floor,Medium,1.5
science city,3,1525,Resale,Ready to Move,3,Furnished,East,2,Low Floor,Medium,1.41
shela,3,1650,Resale,Other,20,Unfurnished,East,2,Mid Floor,Medium,1.45
gota/jagatpur/newranip/sola,3,9900,Resale,Ready to Move,11,Furnished,East,2,Mid Floor,High,1.45
paldi/derasar-rd/ambawadi,3,1159,Resale,Ready to Move,10,Furnished,East,2,Mid Floor,Medium,1.45
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1881,Resale,Ready to Move,12,Semi-Furnished,East,2,Mid Floor,Medium,1.55
paldi/derasar-rd/ambawadi,3,1225,New Property,Ready to Move,14,Unfurnished,East,2,Low Floor,Medium,1.43
bodakdev/satellite/sindhubhavan marg,3,1188,Resale,Ready to Move,4,Unfurnished,East,2,Low Floor,Medium,1.51
bodakdev/satellite/sindhubhavan marg,3,1327,Resale,Ready to Move,10,Furnished,East,2,Mid Floor,Medium,1.47
bodakdev/satellite/sindhubhavan marg,3,1370,Resale,Ready to Move,8,Semi-Furnished,West,2,Mid Floor,Medium,1.47
shela,3,1714,New Property,Under Construction,20,Unfurnished,North - East,2,Mid Floor,Medium,1.5
shela,3,1658,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.4
bopal/ghuma/shilaj/ambli,3,1100,Resale,Ready to Move,22,Furnished,East,2,Mid Floor,Medium,1.5
navrangpura/memnagar/ellisbridge,3,1375,Resale,Ready to Move,4,Furnished,West,2,Low Floor,Medium,1.5
science city,3,134,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.4
bodakdev/satellite/sindhubhavan marg,3,1881,Resale,Ready to Move,5,Semi-Furnished,East,2,Mid Floor,Medium,1.45
vaishnodevi circle,3,1650,Resale,Ready to Move,13,Unfurnished,East,2,Low Floor,Medium,1.6
gota/jagatpur/newranip/sola,4,1832,Resale,Ready to Move,14,Unfurnished,East,3,High Floor,Medium,1.4
gota/jagatpur/newranip/sola,3,1899,Resale,Ready to Move,5,Furnished,East,2,Low Floor,Medium,1.55
gota/jagatpur/newranip/sola,3,1485,Resale,Ready to Move,11,Unfurnished,East,2,Mid Floor,Medium,1.5
gota/jagatpur/newranip/sola,3,1678,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.56
gandhinagar highway,3,1540,Resale,Other,17,Unfurnished,East,2,Mid Floor,Medium,1.6
bopal/ghuma/shilaj/ambli,4,1650,Resale,Ready to Move,16,Furnished,East,3,Mid Floor,Medium,1.5
gota/jagatpur/newranip/sola,4,1519,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.44
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1340,Resale,Ready to Move,14,Semi-Furnished,East,2,Mid Floor,Medium,1.6
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1602,Resale,Ready to Move,5,Unfurnished,East,2,Mid Floor,Medium,1.6
narolgam/vatva/ghodasar,4,1495,Resale,Ready to Move,13,Unfurnished,East,3,Low Floor,Medium,1.51
gota/jagatpur/newranip/sola,3,2010,Resale,Ready to Move,14,Furnished,East,2,Low Floor,Medium,1.5
prahlad nagar/jivraj park/vejalpur/jodhpur,3,1485,Resale,Ready to Move,12,Furnished,North,2,Mid Floor,Medium,1.5
gota/jagatpur/newranip/sola,3,1760,Resale,Ready to Move,5,Furnished,East,2,Low Floor,Medium,1.55
bopal/ghuma/shilaj/ambli,3,2115,Resale,Ready to Move,12,Semi-Furnished,East,2,High Floor,Medium,1.41
vastral/sardar patel ring rd/odhav,3,2013,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.51
makarba/sarkhej,3,1595,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.41
vaishnodevi circle,4,3432,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.4
paldi/derasar-rd/ambawadi,4,1832,Resale,Other,3,Furnished,South -West,3,Low Floor,Medium,1.5
navrangpura/memnagar/ellisbridge,3,1980,Resale,Ready to Move,9,Furnished,East,2,Low Floor,Medium,1.5
bopal/ghuma/shilaj/ambli,3,2858,New Property,Ready to Move,20,Unfurnished,North - East,2,Mid Floor,Medium,1.76
motera,4,2750,Resale,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,1.6
bodakdev/satellite/sindhubhavan marg,4,2722,Resale,Other,10,Furnished,North,3,Mid Floor,Medium,1.51
paldi/derasar-rd/ambawadi,3,1225,New Property,Ready to Move,14,Unfurnished,North - East,2,Mid Floor,Medium,1.43
paldi/derasar-rd/ambawadi,4,2550,Resale,Ready to Move,5,Unfurnished,North,3,Mid Floor,Medium,1.49
shela,4,3151,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,1.5
prahlad nagar/jivraj park/vejalpur/jodhpur,3,2200,Resale,Ready to Move,5,Furnished,East,2,Mid Floor,Medium,1.6
bodakdev/satellite/sindhubhavan marg,3,1614,Resale,Ready to Move,9,Unfurnished,South -West,2,Mid Floor,Medium,1.51
drive in rd/gurukul/naranpura,3,2345,New Property,Under Construction,14,Unfurnished,East,2,Low Floor,Medium,1.53
science city,3,1375,Resale,Ready to Move,14,Unfurnished,West,2,High Floor,Medium,1.45
gota/jagatpur/newranip/sola,3,2070,Resale,Ready to Move,13,Furnished,East,2,Mid Floor,Medium,1.6
science city,3,226,Resale,Ready to Move,7,Furnished,West,2,Low Floor,Medium,1.45
bodakdev/satellite/sindhubhavan marg,3,2090,Resale,Ready to Move,5,Unfurnished,East,2,Low Floor,Medium,1.5
thaltej,3,1665,Resale,Ready to Move,3,Semi-Furnished,East,2,Low Floor,Medium,1.45
paldi/derasar-rd/ambawadi,3,2250,New Property,Ready to Move,7,Unfurnished,North - East,2,Mid Floor,Medium,1.5
chandkheda,3,2426,Resale,Ready to Move,7,Semi-Furnished,North,2,Mid Floor,Medium,1.5
shela,3,1658,Resale,Ready to Move,20,Unfurnished,North - East,2,Low Floor,Medium,1.6
gota/jagatpur/newranip/sola,4,2612,Resale,Ready to Move,5,Semi-Furnished,North - East,3,Mid Floor,Medium,1.49
paldi/derasar-rd/ambawadi,3,8910,Resale,Ready to Move,10,Semi-Furnished,South - East,2,Mid Floor,Medium,1.52
bopal/ghuma/shilaj/ambli,3,2040,Resale,Ready to Move,12,Furnished,North - East,2,Mid Floor,Medium,1.45
motera,4,2109,Resale,Ready to Move,14,Unfurnished,North,3,Mid Floor,Medium,1.6
bodakdev/satellite/sindhubhavan marg,3,1606,Resale,Ready to Move,12,Unfurnished,East,2,Low Floor,Medium,1.6
bopal/ghuma/shilaj/ambli,3,1221,Resale,Ready to Move,21,Furnished,South -West,2,Low Floor,Medium,1.6
chankyapuri/ognaj/ghatlodiya,4,2090,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,1.42
vaishnodevi circle,3,1309,New Property,Under Construction,14,Unfurnished,East,2,Low Floor,Medium,1.45
navrangpura/memnagar/ellisbridge,3,1406,New Property,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.44
vaishnodevi circle,4,1851,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.41
science city,3,1574,New Property,Under Construction,20,Unfurnished,East,2,High Floor,Medium,1.56
science city,3,1486,New Property,Under Construction,20,Unfurnished,East,2,High Floor,Medium,1.58
makarba/sarkhej,3,1158,Resale,Ready to Move,13,Furnished,East,2,Mid Floor,Medium,1.59
vaishnodevi circle,3,1412,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.57
bopal/ghuma/shilaj/ambli,3,2400,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.48
vaishnodevi circle,4,3123,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,1.45
paldi/derasar-rd/ambawadi,3,1307,New Property,Under Construction,10,Unfurnished,East,2,Mid Floor,Medium,1.51
bopal/ghuma/shilaj/ambli,4,3652,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.49
vaishnodevi circle,4,2112,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.59
gota/jagatpur/newranip/sola,4,2022,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.48
vaishnodevi circle,4,3285,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.47
science city,3,1515,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.5
bodakdev/satellite/sindhubhavan marg,3,1375,Resale,Ready to Move,14,Semi-Furnished,North - East,2,Mid Floor,Medium,1.45
bopal/ghuma/shilaj/ambli,3,2350,Resale,Ready to Move,14,Furnished,North - East,2,Mid Floor,Medium,1.5
shela,3,1658,Resale,Ready to Move,20,Unfurnished,East,2,Mid Floor,Medium,1.5
shela,3,1658,New Property,Ready to Move,20,Unfurnished,North - East,2,High Floor,Medium,1.48
vaishnodevi circle,4,3060,New Property,Under Construction,13,Unfurnished,North - East,3,High Floor,Medium,1.55
shela,3,2598,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.55
bodakdev/satellite/sindhubhavan marg,3,1210,Resale,Ready to Move,14,Unfurnished,East,2,Mid Floor,Medium,1.45
shela,3,1680,New Property,Under Construction,21,Unfurnished,East,2,Mid Floor,Medium,1.44
gota/jagatpur/newranip/sola,3,1601,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.46
gota/jagatpur/newranip/sola,4,1905,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.57
shantipura circle/sanathal,4,2006,New Property,Under Construction,19,Unfurnished,East,3,Mid Floor,Medium,1.49
vaishnodevi circle,3,1380,New Property,Under Construction,14,Unfurnished,North - East,2,Mid Floor,Medium,1.54
gota/jagatpur/newranip/sola,4,1960,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.53
thaltej,3,1320,Resale,Ready to Move,7,Unfurnished,East,2,Mid Floor,Medium,1.52
bopal/ghuma/shilaj/ambli,3,1452,New Property,Under Construction,22,Unfurnished,East,2,Mid Floor,Medium,1.59
vaishnodevi circle,3,1314,New Property,Under Construction,14,Unfurnished,East,2,Mid Floor,Medium,1.43
vaishnodevi circle,3,1414,New Property,Under Construction,14,Unfurnished,East,2,High Floor,Medium,1.56
shantipura circle/sanathal,4,1821,New Property,Under Construction,4,Unfurnished,East,3,Mid Floor,Medium,1.5
shela,3,1658,New Property,Under Construction,21,Unfurnished,East,2,High Floor,Medium,1.42
vaishnodevi circle,3,1520,New Property,Under Construction,13,Unfurnished,North,2,Mid Floor,Medium,1.55
shela,3,2740,Resale,Other,20,Unfurnished,East,2,Mid Floor,Medium,1.45
bopal/ghuma/shilaj/ambli,4,2009,New Property,Under Construction,14,Unfurnished,West,3,Mid Floor,Medium,1.57
shela,3,1925,Resale,Other,20,Unfurnished,East,2,High Floor,Medium,1.45
gota/jagatpur/newranip/sola,4,1960,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.54
bopal/ghuma/shilaj/ambli,4,2200,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,1.47
bopal/ghuma/shilaj/ambli,4,1856,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,1.48
paldi/derasar-rd/ambawadi,3,1235,Resale,Ready to Move,13,Unfurnished,East,2,Mid Floor,Medium,1.45
bopal/ghuma/shilaj/ambli,3,1650,Resale,Ready to Move,3,Semi-Furnished,North - East,2,Low Floor,Medium,1.6
shela,3,1316,New Property,Under Construction,22,Unfurnished,East,2,High Floor,Medium,1.44
shantipura circle/sanathal,4,2330,New Property,Under Construction,14,Unfurnished,North - East,3,Mid Floor,Medium,1.46
shela,3,1749,New Property,Under Construction,20,Unfurnished,North,2,Mid Floor,Medium,1.42
shela,3,1573,New Property,Ready to Move,21,Unfurnished,East,2,Low Floor,Medium,1.5
science city,3,1587,New Property,Under Construction,12,Unfurnished,East,2,Mid Floor,Medium,1.49
gota/jagatpur/newranip/sola,3,1500,New Property,Under Construction,17,Unfurnished,East,2,High Floor,Medium,1.48
shela,3,1658,New Property,Under Construction,20,Unfurnished,East,2,High Floor,Medium,1.43
gandhinagar highway,4,2094,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.47
gota/jagatpur/newranip/sola,3,2322,New Property,Under Construction,13,Unfurnished,East,2,Mid Floor,Medium,1.6
makarba/sarkhej,4,1954,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,1.53
paldi/derasar-rd/ambawadi,3,2466,New Property,Under Construction,5,Unfurnished,East,2,Low Floor,Medium,1.47
bodakdev/satellite/sindhubhavan marg,3,1045,New Property,Ready to Move,14,Semi-Furnished,East,2,Low Floor,Medium,1.59
